"LearnAimRef","EffectiveFrom","EffectiveTo","Section96ApprovalStatus","Section96ApprovalStartDate","Section96ReviewDate","Section96ValidPre16","Section96Valid16to18","Section96Valid18plus","Created_On","Created_By","Modified_On","Modified_By"
"60317061","01 Aug 2016","","1","01 Jun 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317073","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317085","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317097","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317103","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317115","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317127","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317139","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317140","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317152","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317188","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031719X","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317206","03 Jul 2017","","1","03 Jul 2017","31 Jul 2021","-2","1","-2","14 Aug 2017","Guinivas","22 Mar 2020","SGUINIVAN"
"60317218","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031722X","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317231","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317243","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317255","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317267","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317279","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317280","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317292","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317309","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317310","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317322","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317334","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317346","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317358","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031736X","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317371","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317383","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317395","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317401","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317413","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317425","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317437","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317449","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317450","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317462","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317474","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317486","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317498","01 Aug 2016","","1","01 Aug 2018","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317504","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317516","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317528","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031753X","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317541","01 Aug 2016","","1","01 Aug 2018","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317553","01 Aug 2016","","1","01 Aug 2018","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317565","01 Aug 2016","","1","01 Aug 2018","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317577","01 Aug 2016","","1","01 Aug 2018","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317589","01 Aug 2016","","1","01 Aug 2018","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317590","01 Aug 2016","","1","01 Jun 2017","31 Aug 2019","0","1","1","18 Jul 2017","fisherk","20 May 2019","SGUINIVAN"
"60317607","01 Aug 2016","","1","01 Jun 2017","31 Aug 2019","0","0","1","18 Jul 2017","fisherk","20 May 2019","SGUINIVAN"
"60317644","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317656","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317668","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"6031767X","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317681","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317693","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"6031770X","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317711","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317723","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317735","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317747","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317759","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317760","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317772","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317784","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317796","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317802","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317814","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317826","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317838","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031784X","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317851","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317863","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317875","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317887","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","19 Oct 2018","SGUINIVAN"
"60317899","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317905","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317917","01 Aug 2016","","1","01 Jul 2017","01 Jul 2017","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317929","01 Aug 2016","","1","01 Jul 2017","01 Jul 2017","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317930","01 Aug 2016","","1","01 Jul 2017","01 Jul 2017","1","1","0","18 Jul 2017","fisherk","19 Mar 2019","SGUINIVAN"
"60317954","01 Aug 2018","","1","01 Sep 2018","31 Jul 2021","1","1","1","12 Dec 2018","SGUINIVAN","24 Apr 2020","SGUINIVAN"
"60317966","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317978","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031798X","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60317991","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318004","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318016","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318028","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031803X","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318041","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318053","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318065","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318077","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318089","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318090","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318107","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318119","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318120","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318132","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318144","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318156","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318168","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"6031817X","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"60318181","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"60318193","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"6031820X","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318211","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318235","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"60318247","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"60318259","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"60318260","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318272","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318284","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318296","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318302","01 Aug 2016","","1","01 Aug 2018","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","20 Nov 2018","SGUINIVAN"
"60318314","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318326","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318338","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031834X","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318351","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318363","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318375","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318387","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318399","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318405","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318417","01 Aug 2016","","1","31 Jul 2017","31 Jul 2021","1","1","1","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318429","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318430","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318442","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318454","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318466","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318478","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031848X","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318491","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318508","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031851X","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318521","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318533","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318545","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318557","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318569","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318570","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318582","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318594","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318600","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318612","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318624","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318636","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318648","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031865X","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318661","01 Aug 2017","","1","01 Sep 2017","31 Dec 2020","0","1","1","14 Aug 2017","Guinivas","05 May 2020","KTEMPERLEY"
"60318673","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318685","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318697","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318703","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318715","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318727","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318739","01 Aug 2017","","1","01 Sep 2017","31 Jul 2021","-2","1","-2","18 Jul 2017","fisherk","22 Mar 2020","SGUINIVAN"
"60318740","01 Aug 2017","","1","01 Oct 2017","31 Jul 2021","0","1","1","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318752","01 Aug 2017","","1","01 Oct 2017","31 Jul 2021","0","1","1","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318764","01 Aug 2017","","1","01 Oct 2017","31 Jul 2021","0","1","1","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318776","01 Aug 2017","","1","01 Oct 2017","31 Jul 2021","0","1","1","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318788","01 Aug 2016","","1","01 Jul 2017","31 Jul 2021","0","0","1","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031879X","01 Nov 2018","","1","01 Nov 2018","31 Jul 2021","0","1","0","15 Feb 2019","SGUINIVAN","24 Apr 2020","SGUINIVAN"
"60318806","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318818","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031882X","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318831","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318843","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318855","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318867","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318879","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318880","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318892","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318909","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318910","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318922","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318934","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318946","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
"60318958","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"6031896X","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318971","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318983","01 Aug 2016","","1","01 Dec 2017","31 Jul 2021","1","1","0","18 Jul 2017","fisherk","24 Apr 2020","SGUINIVAN"
"60318995","01 Aug 2016","","1","01 Dec 2017","01 Aug 2018","1","1","0","18 Jul 2017","fisherk","10 Aug 2018","SGUINIVAN"
